0	0	98	1	4.30856419
0	0	230	2	7.05086231
0	0	0	3	4.94573593
0	0	0	4	2.19008636
0	0	116	5	5.76160526
0	0	601	0	2.19571781
0	0	633	0	4.1918993
0	0	105	6	3.85551929
0	0	122	7	4.88829422
0	0	119	8	4.15810585
0	0	110	9	3.43457794
0	0	593	2	3.31970501
0	0	100	5	4.24285126
0	0	102	10	5.15787983
0	0	593	0	4.77231979
0	0	109	11	3.8012867
0	0	107	12	3.99025631
0	0	609	0	7.59504366
0	0	116	0	4.68017483
0	0	116	13	3.8944397
0	0	952	10	7.37229013
0	0	117	14	4.60704136
0	0	0	5	5.93988371
0	0	676	15	6.77828264
0	0	115	16	3.90782261
0	0	240	5	4.57105923
0	0	230	0	5.77921009
0	0	603	17	4.50037479
0	0	108	18	4.39680862
0	0	643	19	12.4490252
0	0	101	20	4.74872971
0	0	112	21	4.54404449
0	0	111	22	4.32910538
0	0	650	0	4.02028084
0	0	650	3	3.86655903
0	0	230	23	4.14094925
0	0	633	24	5.14686584
0	0	0	25	7.34915876
0	0	107	26	8.16889286
0	0	0	17	5.546031
0	0	107	19	6.82050514
0	0	107	0	6.19183683
0	0	105	20	8.33815193
0	0	0	20	7.61076117
0	0	240	0	6.2664237
0	0	106	6	9.67643642
0	0	117	0	5.99107885
0	0	108	22	6.44761038
0	0	609	19	4.7943449
0	0	108	14	8.35468102
0	0	122	16	5.96400833
0	0	106	27	4.46934414
0	0	110	0	5.25440025
0	0	643	25	6.5314765
0	0	952	0	7.96320152
0	0	633	8	4.94739056
0	0	100	0	4.74658203
0	0	98	0	8.1215868
0	0	633	22	8.22219086
0	0	112	1	7.00444508
0	0	0	13	5.64913368
0	0	0	6	5.16146469
0	0	331	6	8.19696426
0	0	0	16	7.52358484
0	0	108	0	5.33202267
0	0	115	25	8.06387901
0	0	118	28	5.81045723
0	0	230	20	7.94644165
0	0	633	29	6.21657705
0	0	643	16	7.42843962
0	0	118	0	7.25468016
0	0	112	0	6.99906015
0	0	115	0	6.27784681
0	0	101	17	7.99467802
0	0	104	30	4.76011181
0	0	593	22	6.73942614
0	0	111	0	6.81334305
0	0	107	21	9.84633541
0	0	105	0	6.50885391
0	0	109	18	10.8908806
0	0	0	2	6.13095856
0	0	115	7	7.64500427
0	0	676	0	9.33551025
0	0	116	31	6.77141571
0	0	240	32	5.44505119
0	0	102	8	10.6572657
0	0	98	11	9.49151421
0	0	98	8	8.72937393
0	0	679	13	8.24807072
0	0	230	17	5.43826199
0	0	603	20	6.46697998
0	0	0	14	6.86929512
0	0	603	0	6.32051992
0	0	0	27	6.44761038
0	0	0	7	8.12820911
0	0	0	18	7.91106367
0	0	102	0	7.90307426
0	0	111	2	7.54190016
0	0	122	0	6.39341259
0	0	603	23	7.38643026
0	0	0	30	7.11509943
0	0	104	0	6.76970625
0	0	679	25	6.47903967
0	0	109	0	6.51877117
0	0	331	33	5.31952763
0	0	331	0	7.38169432
0	0	0	22	7.75767708
0	0	0	8	6.95905495
0	0	110	11	8.69365597
0	0	112	8	10.1464405
0	0	112	10	9.72444534
0	0	0	15	7.75997353
0	0	0	26	6.62302494
0	0	100	31	8.04230595
0	0	101	2	9.05619621
0	0	240	31	9.40450287
0	0	593	23	7.11872482
0	0	116	26	5.54753971
0	0	110	18	9.50458622
0	0	101	6	7.8463583
0	0	106	0	7.81672621
0	0	115	34	7.16836262
0	0	102	21	9.7081852
0	0	0	31	9.23014927
0	0	98	21	8.6878252
0	0	240	7	8.27849197
0	0	0	12	7.81672621
0	0	676	25	8.97550774
0	0	240	19	10.0741196
0	0	102	1	9.82798576
0	0	108	8	6.26487637
0	0	643	15	10.744277
0	0	240	9	7.51635122
0	0	240	16	9.7081852
0	0	0	34	9.7081852
0	0	102	28	8.99903774
0	0	122	34	8.59887695
0	0	331	9	6.65220785
0	0	0	9	7.39118814
0	0	609	27	10.5031147
0	0	98	18	11.3504124
0	0	116	21	9.94349957
0	0	101	23	9.3466835
0	0	119	0	7.28566885
0	0	109	8	8.20053005
0	0	0	33	10.1977329
0	0	679	16	8.56231976
0	0	679	0	9.41647911
0	0	952	34	6.8845048
0	0	603	2	8.62038422
0	0	112	26	8.52705193
0	0	679	26	10.9449482
0	0	240	34	8.99113274
0	0	117	22	8.30589104
0	0	104	21	11.4374237
0	0	0	1	7.68899012
0	0	119	11	9.86502743
0	0	109	1	9.08172989
0	0	0	24	9.30272007
0	0	593	20	8.13487625
0	0	0	19	7.25191021
0	0	609	32	12.7367077
0	0	115	13	8.62583351
0	0	0	10	9.07314491
0	0	0	11	7.83390474
0	0	118	22	10.7907972
0	0	952	13	8.32189083
0	0	331	20	9.10793114
0	0	0	23	7.2463932
0	0	0	21	8.79836655
0	0	111	8	9.46587181
0	0	609	12	7.75538635
0	0	111	14	8.60421085
0	0	118	8	9.36941147
0	0	112	12	10.1717577
0	0	676	5	8.30589104
0	0	108	27	8.48346138
0	0	240	18	9.25035191
0	0	679	15	10.1717577
0	0	0	28	8.63131332
0	0	109	9	8.65917015
0	0	952	28	9.41647911
0	0	119	1	10.0066776
0	0	118	10	8.47873306
0	0	122	25	9.74097443
0	0	952	5	8.89367676
0	0	952	31	11.4374237
0	0	101	0	7.87431431
0	0	0	29	6.44144106
0	0	609	26	10.2244015
0	0	106	18	9.90349388
0	0	104	27	9.82798576
0	0	105	17	8.60957336
0	0	106	19	10.4680233
0	0	100	32	9.82798576
0	0	952	1	10.0976496
0	0	115	32	9.66093254
0	0	118	1	10.028657
0	0	952	32	8.41921902
0	0	676	27	9.3466835
0	0	119	18	10.9449482
0	0	107	30	9.31353092
0	0	98	28	9.42860031
0	0	109	28	10.5031147
0	0	116	34	10.028657
0	0	676	13	10.6164436
0	0	112	30	10.2799711
0	0	619	22	12.7367077
0	0	619	1	13.8353195
0	0	110	33	8.66483498
0	0	106	9	10.0741196
0	0	119	30	9.96411896
0	0	609	1	10.6164436
0	0	609	9	10.9449482
0	0	102	30	10.308959
0	0	0	32	8.88655949
0	0	108	9	8.85858536
0	0	111	23	10.4680233
0	0	676	16	10.308959
0	0	609	18	11.8894091
0	0	643	27	12.04356
0	0	331	12	11.4374237
0	0	106	15	10.5772228
0	0	658	25	13.1421719
0	0	679	19	12.4490252
0	0	115	21	11.5327339
0	0	119	32	12.2258816
