"age_in_days","p_art"
1547,0.964455169487104
1548,0.964820048167939
1549,0.965185583307415
1550,0.965551774905809
1551,0.965918622963264
1552,0.96628612747979
1553,0.966654288455274
1554,0.967023105889471
1555,0.96739257978202
1556,0.967762710132436
1557,0.968133496940118
1558,0.968504940204347
1559,0.968877039924294
1560,0.969249796099018
1561,0.969623208727467
1562,0.969997277808488
1563,0.970372003340819
1564,0.970747385323099
1565,0.971123423753866
1566,0.971500118631558
1567,0.971877469954523
1568,0.972255477721008
1569,0.972634141929175
1570,0.973013462577094
1571,0.973393439662743
1572,0.97377407318402
1573,0.974155363138734
1574,0.974537309524616
1575,0.974919912339314
1576,0.975303171580397
1577,0.975687087245357
1578,0.976071659331612
1579,0.976456887836504
1580,0.976842772757306
1581,0.977229314091216
1582,0.977616511835369
1583,0.978004365986827
1584,0.97839287654259
1585,0.978782043499593
1586,0.979171866854707
1587,0.979562346604741
1588,0.979953482746447
1589,0.980345275276515
1590,0.980737724191582
1591,0.981130829488226
1592,0.981524591162969
1593,0.981919009212286
1594,0.982314083632593
1595,0.982709814420261
1596,0.983106201571608
1597,0.983503245082906
1598,0.983900944950378
1599,0.984299301170205
1600,0.98469831373852
1601,0.985097982651411
1602,0.98549830790493
1603,0.985899289495081
1604,0.986300927417834
1605,0.986703221669112
1606,0.987106172244808
1607,0.987509779140774
1608,0.987914042352826
1609,0.988318961876747
1610,0.988724537708284
1611,0.989130769843149
1612,0.989537658277029
1613,0.989945203005571
1614,0.990353404024399
1615,0.990762261329101
1616,0.991171774915242
1617,0.991581944778356
1618,0.991992770913953
1619,0.992404253317513
1620,0.992816391984496
1621,0.993229186910332
1622,0.993642638090431
1623,0.994056745520179
1624,0.99447150919494
1625,0.994886929110057
1626,0.995303005260853
1627,0.99571973764263
1628,0.996137126250669
1629,0.996555171080236
1630,0.996973872126579
1631,0.997393229384926
1632,0.997813242850491
1633,0.998233912518472
1634,0.99865523838405
1635,0.999077220442392
1636,0.999499858688652
1637,0.999923153117973
1638,1.00034710372548
1639,1.00077171050628
1640,1.00119697345549
1641,1.0016228925682
1642,1.00204946783949
1643,1.00247669926443
1644,1.00290458683808
1645,1.0033331305555
1646,1.00376233041173
1647,1.0041921864018
1648,1.00462269852076
1649,1.00505386676362
1650,1.00548569112539
1651,1.00591817160109
1652,1.00635130818572
1653,1.00678510087428
1654,1.00721954966177
1655,1.00765465454317
1656,1.00809041551347
1657,1.00852683256766
1658,1.0089639057007
1659,1.00940163490759
1660,1.00984002018329
1661,1.01027906152278
1662,1.01071875892103
1663,1.011159112373
1664,1.01160012187368
1665,1.01204178741802
1666,1.01248410900099
1667,1.01292708661757
1668,1.01337072026272
1669,1.01381500993141
1670,1.01425995561862
1671,1.01470555731931
1672,1.01515181502847
1673,1.01559872874106
1674,1.01604629845207
1675,1.01649452415648
1676,1.01694340584928
1677,1.01739294352544
1678,1.01784313717997
1679,1.01829398680786
1680,1.01874549240411
1681,1.01919765396371
1682,1.01965047148169
1683,1.02010394495305
1684,1.02055807437281
1685,1.02101285973599
1686,1.02146830103762
1687,1.02192439827274
1688,1.02238115143638
1689,1.0228385605236
1690,1.02329662552944
1691,1.02375534644896
1692,1.02421472327724
1693,1.02467475600933
1694,1.02513544464033
1695,1.02559678916532
1696,1.02605878957939
1697,1.02652144587764
1698,1.0269847580552
1699,1.02744872610716
1700,1.02791335002867
1701,1.02837862981485
1702,1.02884456546085
1703,1.02931115696183
1704,1.02977840431293
1705,1.03024630750933
1706,1.03071486654621
1707,1.03118408141876
1708,1.03165395212218
1709,1.03212447865166
1710,1.03259566100243
1711,1.03306749916972
1712,1.03353999314875
1713,1.03401314293478
1714,1.03448694852307
1715,1.03496140990887
1716,1.03543652708746
1717,1.03591230005415
1718,1.03638872880421
1719,1.03686581333295
1720,1.03734355363571
1721,1.03782194970781
1722,1.03830100154459
1723,1.0387807091414
1724,1.0392610724936
1725,1.03974209159657
1726,1.04022376644571
1727,1.04070609703639
1728,1.04118908336404
1729,1.04167272542407
1730,1.04215702321191
1731,1.04264197672302
1732,1.04312758595283
1733,1.04361385089684
1734,1.0441007715505
1735,1.04458834790931
1736,1.04507657996878
1737,1.04556546772443
1738,1.04605501117177
1739,1.04654521030635
1740,1.04703606512373
1741,1.04752757561946
1742,1.04801974178913
1743,1.04851256362832
1744,1.04900604113263
1745,1.04950017429768
1746,1.0499949631191
1747,1.05049040759253
1748,1.05098650771361
1749,1.05148326347802
1750,1.05198067488143
1751,1.05247874191953
1752,1.05297746458803
1753,1.05347684288264
1754,1.05397687679908
1755,1.05447756633311
1756,1.05497891148048
1757,1.05548091223695
1758,1.05598356859831
1759,1.05648688056035
1760,1.05699084811887
1761,1.0574954712697
1762,1.05800075000867
1763,1.05850668433162
1764,1.05901327423442
1765,1.05952051971293
1766,1.06002842076305
1767,1.06053697738066
1768,1.06104618956169
1769,1.06155605730205
1770,1.06206658059768
1771,1.06257775944454
1772,1.06308959383859
1773,1.06360208377581
1774,1.06411522925218
1775,1.06462903026372
1776,1.06514348680644
1777,1.06565859887636
1778,1.06617436646954
1779,1.06669078958202
1780,1.06720786820988
1781,1.06772560234921
1782,1.0682439919961
1783,1.06876303714665
1784,1.069282737797
1785,1.06980309394327
1786,1.07032410558162
1787,1.07084577270821
1788,1.07136809531921
1789,1.07189107341082
1790,1.07241470697923
1791,1.07293899602067
1792,1.07346394053135
1793,1.07398954050752
1794,1.07451579594544
1795,1.07504270684137
1796,1.07557027319159
1797,1.0760984949924
1798,1.07662737224011
1799,1.07715690493103
1800,1.0776870930615
1801,1.07821793662786
1802,1.07874943562647
1803,1.07928159005371
1804,1.07981439990595
1805,1.08034786517961
1806,1.08088198587108
1807,1.0814167619768
1808,1.0819521934932
1809,1.08248828041672
1810,1.08302502274384
1811,1.08356242047103
1812,1.08410047359477
1813,1.08463918211157
1814,1.08517854601794
1815,1.08571856531041
1816,1.08625923998552
1817,1.08680057003981
1818,1.08734255546986
1819,1.08788519627224
1820,1.08842849244355
1821,1.08897244398037
1822,1.08951705087934
1823,1.09006231313707
1824,1.09060823075021
1825,1.09115480371542
1826,1.09170203202935
1827,1.09224991568868
1828,1.09279845469011
1829,1.09334764903033
1830,1.09389749870607
1831,1.09444800371405
1832,1.09499916405101
1833,1.09555097971369
1834,1.09610345069888
1835,1.09665657700333
1836,1.09721035862385
1837,1.09776479555723
1838,1.09831988780029
1839,1.09887563534984
1840,1.09943203820274
1841,1.09998909635582
1842,1.10054680980595
1843,1.10110517855
1844,1.10166420258485
1845,1.10222388190741
1846,1.10278421651458
1847,1.10334520640329
1848,1.10390685157046
1849,1.10446915201305
1850,1.105032107728
1851,1.10559571871229
1852,1.10615998496289
1853,1.1067249064768
1854,1.10729048325102
1855,1.10785671528256
1856,1.10842360256845
1857,1.10899114510573
1858,1.10955934289145
1859,1.11012819592267
1860,1.11069770419645
1861,1.11126786770989
1862,1.11183868646008
1863,1.11241016044412
1864,1.11298228965913
1865,1.11355507410224
1866,1.1141285137706
1867,1.11470260866135
1868,1.11527735877164
1869,1.11585276409867
1870,1.11642882463961
1871,1.11700554039165
1872,1.11758291135201
1873,1.1181609375179
1874,1.11873961888655
1875,1.1193189554552
1876,1.11989894722109
1877,1.1204795941815
1878,1.12106089633369
1879,1.12164285367494
1880,1.12222546620255
1881,1.12280873391382
1882,1.12339265680607
1883,1.12397723487662
1884,1.1245624681228
1885,1.12514835654198
1886,1.12573490013149
1887,1.12632209888871
1888,1.12690995281102
1889,1.1274984618958
1890,1.12808762614045
1891,1.12867744554239
1892,1.12926792009903
1893,1.1298590498078
1894,1.13045083466614
1895,1.1310432746715
1896,1.13163636982134
1897,1.13223012011313
1898,1.13282452554435
1899,1.1334195861125
1900,1.13401530181507
1901,1.13461167264957
1902,1.13520869861352
1903,1.13580637970445
1904,1.13640471591991
1905,1.13700370725745
1906,1.13760335371461
1907,1.13820365528898
1908,1.13880461197813
1909,1.13940622377965
1910,1.14000849069114
1911,1.1406114127102
1912,1.14121498983446
1913,1.14181922206155
1914,1.14242410938909
1915,1.14302965181474
1916,1.14363584933615
1917,1.14424270195099
1918,1.14485020965693
1919,1.14545837245165
1920,1.14606719033286
1921,1.14667666329824
1922,1.14728679134552
1923,1.14789757447241
1924,1.14850901267664
1925,1.14912110595596
1926,1.14973385430811
1927,1.15034725773085
1928,1.15096131622195
1929,1.15157602977918
1930,1.15219139840032
1931,1.15280742208317
1932,1.15342410082553
1933,1.15404143462522
1934,1.15465942348005
1935,1.15527806738785
1936,1.15589736634645
1937,1.15651732035371
1938,1.15713792940749
1939,1.15775919350563
1940,1.15838111264602
1941,1.15900368682654
1942,1.15962691604507
1943,1.16025080029952
1944,1.16087533958779
1945,1.16150053390779
1946,1.16212638325745
1947,1.1627528876347
1948,1.16338004703748
1949,1.16400786146373
1950,1.16463633091142
1951,1.16526545537851
1952,1.16589523486298
1953,1.1665256693628
1954,1.16715675887595
1955,1.16778850340045
1956,1.1684209029343
1957,1.16905395747551
1958,1.1696876670221
1959,1.1703220315721
1960,1.17095705112355
1961,1.1715927256745
1962,1.17222905522299
1963,1.1728660397671
1964,1.17350367930488
1965,1.17414197383442
1966,1.17478092335381
1967,1.17542052786112
1968,1.17606078735447
1969,1.17670170183197
1970,1.17734327129172
1971,1.17798549573185
1972,1.1786283751505
1973,1.1792719095458
1974,1.17991609891589
1975,1.18056094325893
1976,1.18120644257309
1977,1.18185259685652
1978,1.18249940610741
1979,1.18314687032394
1980,1.1837949895043
1981,1.18444376364669
1982,1.1850931927493
1983,1.18574327681036
1984,1.18639401582809
1985,1.18704540980071
1986,1.18769745872645
1987,1.18835016260356
1988,1.18900352143029
1989,1.18965753520488
1990,1.19031220392561
1991,1.19096752759073
1992,1.19162350619854
1993,1.19228013974731
1994,1.19293742823532
1995,1.19359537166089
1996,1.19425397002231
1997,1.1949132233179
1998,1.19557313154596
1999,1.19623369470484
2000,1.19689491279285
2001,1.19755678580834
2002,1.19821931374964
2003,1.19888249661512
2004,1.19954633440313
2005,1.20021082711203
2006,1.2008759747402
2007,1.20154177728602
2008,1.20220823474787
2009,1.20287534712413
2010,1.20354311441321
2011,1.20421153661351
2012,1.20488061372344
2013,1.20555034574142
2014,1.20622073266588
2015,1.20689177449523
2016,1.20756347122792
2017,1.20823582286239
2018,1.20890882939709
2019,1.20958249083047
2020,1.21025680716099
2021,1.21093177838713
2022,1.21160740450734
2023,1.21228368552013
2024,1.21296062142395
2025,1.21363821221732
2026,1.21431645789873
2027,1.21499535846668
2028,1.21567491391968
2029,1.21635512425625
2030,1.21703598947491
2031,1.21771750957418
2032,1.2183996845526
2033,1.21908251440872
2034,1.21976599914107
2035,1.2204501387482
2036,1.22113493322869
2037,1.22182038258107
2038,1.22250648680393
2039,1.22319324589584
2040,1.22388065985539
2041,1.22456872868114
2042,1.22525745237171
2043,1.22594683092567
2044,1.22663686434165
2045,1.22732755261824
2046,1.22801889575405
2047,1.22871089374772
2048,1.22940354659786
2049,1.2300968543031
2050,1.23079081686209
2051,1.23148543427345
2052,1.23218070653584
2053,1.23287663364792
2054,1.23357321560833
2055,1.23427045241574
2056,1.23496834406882
2057,1.23566689056625
2058,1.2363660919067
2059,1.23706594808885
2060,1.2377664591114
2061,1.23846762497305
2062,1.23916944567248
2063,1.23987192120841
2064,1.24057505157955
2065,1.24127883678461
2066,1.24198327682231
2067,1.24268837169138
2068,1.24339412139056
2069,1.24410052591856
2070,1.24480758527415
2071,1.24551529945605
2072,1.24622366846303
2073,1.24693269229384
2074,1.24764237094724
2075,1.248352704422
2076,1.24906369271688
2077,1.24977533583066
2078,1.25048763376213
2079,1.25120058651006
2080,1.25191419407326
2081,1.25262845645051
2082,1.2533433736406
2083,1.25405894564236
2084,1.25477517245459
2085,1.2554920540761
2086,1.2562095905057
2087,1.25692778174223
2088,1.25764662778451
2089,1.25836612863137
2090,1.25908628428166
2091,1.25980709473421
2092,1.26052855998786
2093,1.26125068004148
2094,1.26197345489392
2095,1.26269688454403
2096,1.26342096899068
2097,1.26414570823275
2098,1.26487110226909
2099,1.2655971510986
2100,1.26632385472015
2101,1.26705121313264
2102,1.26777922633495
2103,1.26850789432598
2104,1.26923721710462
2105,1.26996719466979
2106,1.2706978270204
2107,1.27142911415534
2108,1.27216105607355
2109,1.27289365277395
2110,1.27362690425545
2111,1.27436081051699
2112,1.27509537155751
2113,1.27583058737594
2114,1.27656645797122
2115,1.27730298334231
2116,1.27804016348815
2117,1.2787779984077
2118,1.27951648809991
2119,1.28025563256377
2120,1.28099543179821
2121,1.28173588580223
2122,1.28247699457479
2123,1.28321875811488
2124,1.28396117642147
2125,1.28470424949355
2126,1.28544797733013
2127,1.28619235993019
2128,1.28693739729273
2129,1.28768308941676
2130,1.28842943630127
2131,1.28917643794529
2132,1.28992409434783
2133,1.29067240550791
2134,1.29142137142455
2135,1.29217099209677
2136,1.2929212675236
2137,1.29367219770409
2138,1.29442378263727
2139,1.29517602232217
2140,1.29592891675785
2141,1.29668246594335
2142,1.29743666987773
2143,1.29819152856005
2144,1.29894704198935
2145,1.29970321016472
2146,1.3004600330852
2147,1.30121751074988
2148,1.30197564315784
2149,1.30273443030813
2150,1.30349387219986
2151,1.30425396883211
2152,1.30501472020396
2153,1.3057761263145
2154,1.30653818716284
2155,1.30730090274807
2156,1.30806427306929
2157,1.30882829812562
2158,1.30959297791616
2159,1.31035831244003
2160,1.31112430169633
2161,1.3118909456842
2162,1.31265824440275
2163,1.31342619785111
2164,1.31419480602843
2165,1.31496406893381
2166,1.31573398656641
2167,1.31650455892537
2168,1.31727578600983
2169,1.31804766781893
2170,1.31882020435182
2171,1.31959339560767
2172,1.32036724158562
2173,1.32114174228485
2174,1.3219168977045
2175,1.32269270784374
2176,1.32346917270176
2177,1.32424629227772
2178,1.32502406657079
2179,1.32580249558016
2180,1.32658157930501
2181,1.32736131774452
2182,1.32814171089788
2183,1.32892275876429
2184,1.32970446134294
2185,1.33048681863303
2186,1.33126983063376
2187,1.33205349734433
2188,1.33283781876395
2189,1.33362279489184
2190,1.3344084257272
2191,1.33519471126925
2192,1.33598165151722
2193,1.33676924647031
2194,1.33755749612778
2195,1.33834640048881
2196,1.33913595955268
2197,1.3399261733186
2198,1.34071704178581
2199,1.34150856495355
2200,1.34230074282106
2201,1.34309357538759
2202,1.34388706265239
2203,1.34468120461471
2204,1.3454760012738
2205,1.34627145262893
2206,1.34706755867936
2207,1.34786431942433
2208,1.34866173486312
2209,1.34945980499501
2210,1.35025852981926
2211,1.35105790933514
2212,1.35185794354193
2213,1.35265863243892
2214,1.35345997602538
2215,1.3542619743006
2216,1.35506462726387
2217,1.35586793491447
2218,1.35667189725171
2219,1.35747651427488
2220,1.35828178598327
2221,1.35908771237618
2222,1.35989429345294
2223,1.36070152921281
2224,1.36150941965515
2225,1.36231796477924
2226,1.36312716458441
2227,1.36393701906996
2228,1.36474752823522
2229,1.36555869207952
2230,1.36637051060218
2231,1.36718298380251
2232,1.36799611167986
2233,1.36880989423356
2234,1.36962433146293
2235,1.37043942336733
2236,1.37125516994608
2237,1.37207157119853
2238,1.37288862712403
2239,1.37370633772192
2240,1.37452470299156
2241,1.37534372293228
2242,1.37616339754345
2243,1.37698372682444
2244,1.37780471077458
2245,1.37862634939326
2246,1.37944864267982
2247,1.38027159063364
2248,1.38109519325409
2249,1.38191945054054
2250,1.38274436249237
2251,1.38356992910893
2252,1.38439615038964
2253,1.38522302633383
2254,1.38605055694093
2255,1.3868787422103
2256,1.38770758214134
2257,1.38853707673343
2258,1.38936722598597
2259,1.39019802989834
2260,1.39102948846996
2261,1.3918616017002
2262,1.39269436958848
2263,1.39352779213422
2264,1.3943618693368
2265,1.39519660119562
2266,1.39603198771012
2267,1.39686802887969
2268,1.39770472470376
2269,1.39854207518173
2270,1.39938008031303
2271,1.40021874009708
2272,1.40105805453331
2273,1.40189802362112
2274,1.40273864735997
2275,1.40357992574926
2276,1.40442185878845
2277,1.40526444647695
2278,1.40610768881421
2279,1.40695158579967
2280,1.40779613743275
2281,1.40864134371292
2282,1.40948720463961
2283,1.41033372021226
2284,1.41118089043032
2285,1.41202871529325
2286,1.4128771948005
2287,1.41372632895153
2288,1.41457611774578
2289,1.41542656118271
2290,1.4162776592618
2291,1.4171294119825
2292,1.41798181934427
2293,1.41883488134658
2294,1.41968859798891
2295,1.42054296927071
2296,1.42139799519146
2297,1.42225367575064
2298,1.42311001094772
2299,1.4239670007822
2300,1.42482464525352
2301,1.42568294436119
2302,1.42654189810467
2303,1.42740150648349
2304,1.4282617694971
2305,1.42912268714499
2306,1.42998425942667
2307,1.43084648634162
2308,1.43170936788935
2309,1.43257290406933
2310,1.43343709488108
2311,1.4343019403241
2312,1.43516744039788
2313,1.43603359510195
2314,1.43690040443578
2315,1.4377678683989
2316,1.43863598699082
2317,1.43950476021105
2318,1.4403741880591
2319,1.44124427053448
2320,1.44211500763671
2321,1.44298639936533
2322,1.44385844571982
2323,1.44473114669975
2324,1.44560450230459
2325,1.4464785125339
2326,1.4473531773872
2327,1.44822849686403
2328,1.4491044709639
2329,1.44998109968637
2330,1.45085838303093
2331,1.45173632099716
2332,1.45261491358458
2333,1.45349416079272
2334,1.45437406262114
2335,1.45525461906937
2336,1.45613583013695
2337,1.45701769582344
2338,1.45790021612838
2339,1.45878339105132
2340,1.45966722059181
2341,1.4605517047494
2342,1.46143684352365
2343,1.4623226369141
2344,1.46320908492033
2345,1.46409618754189
2346,1.46498394477833
2347,1.46587235662924
2348,1.46676142309415
2349,1.46765114417264
2350,1.46854151986427
2351,1.46943255016861
2352,1.47032423508526
2353,1.47121657461374
2354,1.47210956875366
2355,1.47300321750459
2356,1.47389752086609
2357,1.47479247883774
2358,1.47568809141914
2359,1.47658435860986
2360,1.47748128040946
2361,1.47837885681755
2362,1.47927708783371
2363,1.48017597345753
2364,1.48107551368858
2365,1.48197570852646
2366,1.48287655797078
2367,1.48377806202109
2368,1.48468022067703
2369,1.48558303393816
2370,1.48648650180409
2371,1.48739062427443
2372,1.48829540134876
2373,1.48920083302671
2374,1.49010691930784
2375,1.49101366019178
2376,1.49192105567815
2377,1.4928291057665
2378,1.49373781045651
2379,1.49464716974775
2380,1.49555718363984
2381,1.49646785213239
2382,1.497379175225
2383,1.49829115291732
2384,1.49920378520893
2385,1.50011707209946
2386,1.50103101358855
2387,1.50194560967579
2388,1.50286086036083
2389,1.50377676564326
2390,1.50469332552274
2391,1.50561053999887
2392,1.50652840907128
2393,1.50744693273961
2394,1.50836611100349
2395,1.50928594386254
2396,1.51020643131641
2397,1.51112757336472
2398,1.5120493700071
2399,1.51297182124319
2400,1.51389492707265
2401,1.5148186874951
2402,1.51574310251016
2403,1.5166681721175
2404,1.51759389631677
2405,1.51852027510758
2406,1.51944730848962
2407,1.52037499646249
2408,1.52130333902586
2409,1.52223233617939
2410,1.52316198792272
2411,1.5240922942555
2412,1.52502325517737
2413,1.52595487068801
2414,1.52688714078706
2415,1.52782006547418
2416,1.52875364474903
2417,1.52968787861126
2418,1.53062276706054
2419,1.53155831009652
2420,1.53249450771888
2421,1.53343135992726
2422,1.53436886672136
2423,1.5353070281008
2424,1.53624584406528
2425,1.53718531461446
2426,1.53812543974801
2427,1.53906621946559
2428,1.5400076537669
2429,1.54094974265157
2430,1.54189248611932
2431,1.54283588416979
2432,1.54377993680267
2433,1.54472464401765
2434,1.54567000581439
2435,1.54661602219258
2436,1.54756269315188
2437,1.54851001869201
2438,1.54945799881263
2439,1.5504066335134
2440,1.55135592279406
2441,1.55230586665426
2442,1.55325646509369
2443,1.55420771811205
2444,1.55515962570902
2445,1.55611218788429
2446,1.55706540463756
2447,1.55801927596852
2448,1.55897380187688
2449,1.55992898236229
2450,1.56088481742449
2451,1.56184130706315
2452,1.56279845127799
2453,1.5637562500687
2454,1.56471470343497
2455,1.56567381137652
2456,1.56663357389303
2457,1.56759399098424
2458,1.5685550626498
2459,1.56951678888947
2460,1.57047916970292
2461,1.57144220508988
2462,1.57240589505003
2463,1.57337023958311
2464,1.57433523868882
2465,1.57530089236687
2466,1.57626720061696
2467,1.57723416343883
2468,1.57820178083218
2469,1.57917005279672
2470,1.58013897933217
2471,1.58110856043825
2472,1.5820787961147
2473,1.58304968636118
2474,1.58402123117749
2475,1.58499343056329
2476,1.5859662845183
2477,1.58693979304231
2478,1.58791395613496
2479,1.58888877379603
2480,1.58986424602523
2481,1.59084037282227
2482,1.59181715418692
2483,1.59279459011888
2484,1.59377268061786
2485,1.59475142568365
2486,1.59573082531593
2487,1.59671087951444
2488,1.59769158827894
2489,1.59867295160914
2490,1.59965496950477
2491,1.60063764196559
2492,1.60162096899132
2493,1.60260495058171
2494,1.60358958673647
2495,1.60457487745539
2496,1.60556082273819
2497,1.60654742258459
2498,1.60753467699434
2499,1.60852258596719
2500,1.60951114950288
2501,1.61050036760119
2502,1.6114902402618
2503,1.61248076748451
2504,1.61347194926905
2505,1.61446378561516
2506,1.61545627652261
2507,1.61644942199114
2508,1.61744322202049
2509,1.61843767661042
2510,1.6194327857607
2511,1.62042854947105
2512,1.62142496774127
2513,1.62242204057107
2514,1.62341976796021
2515,1.62441814990847
2516,1.62541718641562
2517,1.62641687748137
2518,1.62741722310552
2519,1.62841822328781
2520,1.62941987802802
2521,1.63042218732589
2522,1.6314251511812
2523,1.63242876959371
2524,1.63343304256316
2525,1.63443797008935
2526,1.63544355217203
2527,1.63644978881097
2528,1.63745668000595
2529,1.6384642257567
2530,1.63947242606303
2531,1.64048128092469
2532,1.64149079034145
2533,1.64250095431309
2534,1.64351177283937
2535,1.64452324592006
2536,1.64553537355496
2537,1.64654815574384
2538,1.64756159248644
2539,1.64857568378256
2540,1.64959042963198
2541,1.65060583003449
2542,1.65162188498983
2543,1.65263859449781
2544,1.6536559585582
2545,1.6546739771708
2546,1.65569265033535
2547,1.65671197805166
2548,1.65773196031949
2549,1.65875259713865
2550,1.65977388850894
2551,1.66079583443009
2552,1.66181843490192
2553,1.66284168992421
2554,1.66386559949676
2555,1.66489016361933
2556,1.66591538229173
2557,1.66694125551375
2558,1.66796778328514
2559,1.66899496560577
2560,1.67002280247536
2561,1.67105129389374
2562,1.67208043986068
2563,1.67311024037597
2564,1.67414069543944
2565,1.67517180505084
2566,1.67620356921
2567,1.67723598791671
2568,1.67826906117072
2569,1.67930278897193
2570,1.68033717132003
2571,1.68137220821487
2572,1.68240789965626
2573,1.68344424564397
2574,1.68448124617783
2575,1.6855189012576
2576,1.68655721088311
2577,1.68759617505417
2578,1.68863579377058
2579,1.68967606703213
2580,1.69071699483862
2581,1.69175857718988
2582,1.69280081408573
2583,1.69384370552591
2584,1.69488725151029
2585,1.69593145203865
2586,1.69697630711079
2587,1.69802181672655
2588,1.69906798088572
2589,1.70011479958811
2590,1.70116227283356
2591,1.70221040062183
2592,1.70325918295276
2593,1.70430861982618
2594,1.70535871124185
2595,1.70640945719964
2596,1.70746085769935
2597,1.70851291274078
2598,1.70956562232377
2599,1.71061898644812
2600,1.71167300511365
2601,1.71272767832019
2602,1.71378300606752
2603,1.71483898835547
2604,1.7158956251839
2605,1.71695291655263
2606,1.71801086246141
2607,1.71906946291014
2608,1.7201287178986
2609,1.72118862742663
2610,1.72224919149402
2611,1.72331041010063
2612,1.72437228324627
2613,1.72543481093078
2614,1.72649799315397
2615,1.72756182991568
2616,1.72862632121571
2617,1.7296914670539
2618,1.7307572674301
2619,1.73182372234412
2620,1.73289083179575
2621,1.73395859578491
2622,1.73502701431134
2623,1.73609608737494
2624,1.73716581497547
2625,1.73823619711284
2626,1.73930723378684
2627,1.74037892499729
2628,1.74145127074404
2629,1.74252427102695
2630,1.74359792584577
2631,1.74467223520045
2632,1.74574719909076
2633,1.74682281751653
2634,1.74789909047762
2635,1.74897601797385
2636,1.75005360000505
2637,1.75113183657112
2638,1.75221072767181
2639,1.75329027330703
2640,1.75437047347657
2641,1.75545132818031
2642,1.75653283741808
2643,1.75761500118968
2644,1.75869781949502
2645,1.7597812923339
2646,1.76086541970617
2647,1.76195020161167
2648,1.76303563805023
2649,1.76412172902174
2650,1.76520847452603
2651,1.76629587456291
2652,1.76738392913225
2653,1.76847263823389
2654,1.76956200186772
2655,1.77065202003352
2656,1.77174269273119
2657,1.7728340199605
2658,1.77392600172139
2659,1.7750186380137
2660,1.77611192883722
2661,1.77720587419184
2662,1.77830047407742
2663,1.77939572849378
2664,1.7804916374408
2665,1.7815882009183
2666,1.78268541892615
2667,1.78378329146426
2668,1.78488181853239
2669,1.78598100013045
2670,1.78708083625826
2671,1.78818132691573
2672,1.78928247210263
2673,1.79038427181891
2674,1.79148672606435
2675,1.79258983483885
2676,1.79369359814227
2677,1.79479801597441
2678,1.79590308833523
2679,1.79700881522452
2680,1.79811519664213
2681,1.79922223258795
2682,1.80032992306183
2683,1.80143826806365
2684,1.80254726759325
2685,1.80365692165047
2686,1.80476723023521
2687,1.80587819334731
2688,1.80698981098664
2689,1.80810208315308
2690,1.80921500984647
2691,1.81032859106668
2692,1.8114428268136
2693,1.81255771708704
2694,1.81367326188691
2695,1.81478946121308
2696,1.81590631506538
2697,1.8170238234437
2698,1.81814198634788
2699,1.81926080377784
2700,1.82038027573344
2701,1.82150040221451
2702,1.82262118322093
2703,1.82374261875256
2704,1.82486470880931
2705,1.82598745339102
2706,1.82711085249757
2707,1.82823490612882
2708,1.82935961428463
2709,1.83048497696494
2710,1.83161099416956
2711,1.83273766589833
2712,1.8338649921512
2713,1.83499297292802
2714,1.83612160822865
2715,1.83725089805296
2716,1.83838084240084
2717,1.83951144127216
2718,1.84064269466682
2719,1.84177460258464
2720,1.8429071650255
2721,1.84404038198937
2722,1.84517425347603
2723,1.84630877948537
2724,1.84744396001731
2725,1.84857979507169
2726,1.84971628464841
2727,1.85085342874734
2728,1.85199122736837
2729,1.85312968051135
2730,1.8542687881762
2731,1.85540855036277
2732,1.85654896707097
2733,1.85769003830064
2734,1.85883176405169
2735,1.859974144324
2736,1.86111717911745
2737,1.86226086843192
2738,1.8634052122673
2739,1.86455021062347
2740,1.86569586350028
2741,1.86684217089767
2742,1.86798913281552
2743,1.86913674925366
2744,1.87028502021204
2745,1.8714339456905
2746,1.87258352568896
2747,1.87373376020729
2748,1.87488464924536
2749,1.8760361928031
2750,1.87718839088035
2751,1.87834124347698
2752,1.87949475059297
2753,1.88064891222815
2754,1.88180372838239
2755,1.88295919905562
2756,1.88411532424773
2757,1.88527210395855
2758,1.88642953818804
2759,1.88758762693607
2760,1.8887463702025
2761,1.88990576798729
2762,1.89106582029024
2763,1.89222652711131
2764,1.89338788845036
2765,1.89454990430731
2766,1.89571257468202
2767,1.89687589957443
2768,1.89803987898439
2769,1.89920451291181
2770,1.90036980135659
2771,1.90153574431859
2772,1.90270234179776
2773,1.90386959379394
2774,1.90503750030706
2775,1.90620606133703
2776,1.90737527688374
2777,1.90854514694702
2778,1.90971567152685
2779,1.91088685062311
2780,1.91205868423566
2781,1.91323117236441
2782,1.91440431500932
2783,1.91557811217024
2784,1.91675256384705
2785,1.91792767003963
2786,1.91910343074796
2787,1.92027984597188
2788,1.92145691571132
2789,1.92263463996615
2790,1.92381301873629
2791,1.92499205202162
2792,1.92617173982208
2793,1.9273520821376
2794,1.92853307896799
2795,1.92971473031324
2796,1.93089703617311
2797,1.93207999654769
2798,1.93326361143679
2799,1.93444788084024
2800,1.93563280475809
2801,1.93681838319018
2802,1.9380046161364
2803,1.93919150359668
2804,1.94037904557089
2805,1.94156724205895
2806,1.9427560930608
2807,1.9439455985763
2808,1.94513575860538
2809,1.94632657314792
2810,1.94751804220386
2811,1.94871016577311
2812,1.94990294385557
2813,1.95109637645112
2814,1.95229046355969
2815,1.95348520518119
2816,1.95468060131553
2817,1.95587665196259
2818,1.95707335712232
